City,Year,avg_city_temp
Addis Abeba,1910,17.579166666666666
Addis Abeba,1911,17.515
Addis Abeba,1912,17.04858333333333
Addis Abeba,1913,16.86883333333334
Addis Abeba,1914,17.81716666666667
Addis Abeba,1915,17.866666666666667
Addis Abeba,1916,16.99025
Addis Abeba,1917,16.66875
Addis Abeba,1918,16.944916666666664
Addis Abeba,1919,17.847249999999995
Addis Abeba,1920,17.33275
Addis Abeba,1921,17.218333333333334
Addis Abeba,1922,16.98725
Addis Abeba,1923,16.94583333333333
Addis Abeba,1924,17.377333333333336
Addis Abeba,1925,17.234416666666664
Addis Abeba,1926,17.414666666666665
Addis Abeba,1927,17.3875
Addis Abeba,1928,17.276833333333332
Addis Abeba,1929,17.377333333333333
Addis Abeba,1930,17.51575
Addis Abeba,1931,17.822
Addis Abeba,1932,17.187416666666667
Addis Abeba,1933,17.65641666666667
Addis Abeba,1934,17.378666666666664
Addis Abeba,1935,17.614916666666666
Addis Abeba,1936,17.36283333333333
Addis Abeba,1937,17.52141666666667
Addis Abeba,1938,17.52825
Addis Abeba,1939,17.648166666666665
Addis Abeba,1940,17.847583333333333
Addis Abeba,1941,18.013166666666667
Addis Abeba,1942,17.792583333333333
Addis Abeba,1943,17.500083333333336
Addis Abeba,1944,17.671333333333333
Addis Abeba,1945,17.689916666666665
Addis Abeba,1946,17.677500000000006
Addis Abeba,1947,17.791666666666668
Addis Abeba,1948,17.296166666666668
Addis Abeba,1949,17.291916666666665
Addis Abeba,1950,17.080166666666667
Addis Abeba,1951,17.397166666666667
Addis Abeba,1952,17.787833333333335
Addis Abeba,1953,17.795083333333334
Addis Abeba,1954,17.511416666666666
Addis Abeba,1955,17.554916666666667
Addis Abeba,1956,17.133
Addis Abeba,1957,17.421000000000003
Addis Abeba,1958,17.837666666666667
Addis Abeba,1959,17.777833333333334
Addis Abeba,1960,17.428583333333332
Addis Abeba,1961,17.303
Addis Abeba,1962,17.38575
Addis Abeba,1963,17.696416666666668
Addis Abeba,1964,17.456333333333337
Addis Abeba,1965,17.527416666666667
Addis Abeba,1966,17.519333333333336
Addis Abeba,1967,17.154
Addis Abeba,1968,17.168166666666664
Addis Abeba,1969,17.640583333333332
Addis Abeba,1970,17.630333333333336
Addis Abeba,1971,17.224083333333333
Addis Abeba,1972,17.578416666666666
Addis Abeba,1973,17.925916666666666
Addis Abeba,1974,17.207749999999997
Addis Abeba,1975,17.291833333333333
Addis Abeba,1976,17.501166666666666
Addis Abeba,1977,17.58825
Addis Abeba,1978,17.545
Addis Abeba,1979,17.76066666666667
Addis Abeba,1980,18.02616666666667
Addis Abeba,1981,17.76375
Addis Abeba,1982,17.771416666666667
Addis Abeba,1983,17.994333333333337
Addis Abeba,1984,17.724
Addis Abeba,1985,17.491249999999997
Addis Abeba,1986,17.68125
Addis Abeba,1987,18.122083333333336
Addis Abeba,1988,17.998833333333334
Addis Abeba,1989,17.334916666666665
Addis Abeba,1990,17.8525
Addis Abeba,1991,17.924666666666663
Addis Abeba,1992,17.708833333333335
Addis Abeba,1993,17.413750000000004
Addis Abeba,1994,17.698
Addis Abeba,1995,17.99775
Addis Abeba,1996,17.90075
Addis Abeba,1997,17.99125
Addis Abeba,1998,18.244416666666666
Addis Abeba,1999,17.857416666666666
Addis Abeba,2000,18.241250000000004
Addis Abeba,2001,18.29641666666667
Addis Abeba,2002,18.46975
Addis Abeba,2003,18.320916666666665
Addis Abeba,2004,18.292749999999998
Addis Abeba,2005,18.31283333333333
Addis Abeba,2006,18.427083333333332
Addis Abeba,2007,18.142583333333334
Addis Abeba,2008,18.165
Addis Abeba,2009,18.765333333333334
Addis Abeba,2010,18.29825
Addis Abeba,2011,18.60675
Addis Abeba,2012,18.448583333333332
Addis Abeba,2013,19.539
Ahmadabad,1796,26.350916666666667
Ahmadabad,1797,27.4531
Ahmadabad,1798,25.8176
Ahmadabad,1799,26.616
Ahmadabad,1800,26.560833333333335
Ahmadabad,1801,25.7303
Ahmadabad,1802,27.010000000000005
Ahmadabad,1803,26.76675
Ahmadabad,1804,27.0925
Ahmadabad,1805,26.665666666666667
Ahmadabad,1806,26.574749999999998
Ahmadabad,1807,26.099699999999995
Ahmadabad,1813,25.917833333333334
Ahmadabad,1814,25.256545454545456
Ahmadabad,1815,25.449583333333333
Ahmadabad,1816,25.014916666666664
Ahmadabad,1817,25.227583333333328
Ahmadabad,1818,25.783916666666666
Ahmadabad,1819,25.359250000000003
Ahmadabad,1820,25.52208333333333
Ahmadabad,1821,26.147083333333338
Ahmadabad,1822,26.20208333333333
Ahmadabad,1823,26.032083333333336
Ahmadabad,1824,26.676083333333334
Ahmadabad,1825,26.45566666666667
Ahmadabad,1826,26.491166666666672
Ahmadabad,1827,26.65266666666666
Ahmadabad,1828,26.264250000000004
Ahmadabad,1829,26.078666666666667
Ahmadabad,1830,26.367000000000004
Ahmadabad,1831,25.8415
Ahmadabad,1832,25.993900000000004
Ahmadabad,1833,26.183666666666664
Ahmadabad,1834,26.221
Ahmadabad,1835,25.364916666666662
Ahmadabad,1836,25.85183333333333
Ahmadabad,1837,25.756750000000007
Ahmadabad,1838,25.778666666666666
Ahmadabad,1839,25.885166666666674
Ahmadabad,1840,26.005749999999995
Ahmadabad,1841,25.77983333333334
Ahmadabad,1842,26.12608333333333
Ahmadabad,1843,25.97775
Ahmadabad,1844,25.737583333333333
Ahmadabad,1845,25.99366666666667
Ahmadabad,1846,26.590083333333336
Ahmadabad,1847,26.033416666666664
Ahmadabad,1848,25.955666666666662
Ahmadabad,1849,25.91875
Ahmadabad,1850,26.082333333333334
Ahmadabad,1851,26.073999999999998
Ahmadabad,1852,26.07108333333333
Ahmadabad,1853,26.236166666666673
Ahmadabad,1854,26.371750000000006
Ahmadabad,1855,26.412909090909093
Ahmadabad,1856,25.355909090909087
Ahmadabad,1857,25.64058333333334
Ahmadabad,1865,27.774888888888892
Ahmadabad,1866,26.396666666666665
Ahmadabad,1867,26.715
Ahmadabad,1868,26.005272727272725
Ahmadabad,1869,26.523416666666673
Ahmadabad,1870,26.213583333333332
Ahmadabad,1871,26.203833333333336
Ahmadabad,1872,26.22216666666667
Ahmadabad,1873,26.336916666666667
Ahmadabad,1874,26.358833333333333
Ahmadabad,1875,26.509083333333333
Ahmadabad,1876,26.423166666666663
Ahmadabad,1877,26.660749999999997
Ahmadabad,1878,26.735833333333336
Ahmadabad,1879,26.150583333333334
Ahmadabad,1880,26.565750000000005
Ahmadabad,1881,26.331333333333333
Ahmadabad,1882,26.249750000000002
Ahmadabad,1883,25.8445
Ahmadabad,1884,25.764083333333335
Ahmadabad,1885,25.962416666666666
Ahmadabad,1886,26.342333333333332
Ahmadabad,1887,26.0625
Ahmadabad,1888,26.12841666666667
Ahmadabad,1889,26.521749999999997
Ahmadabad,1890,26.41241666666667
Ahmadabad,1891,26.3185
Ahmadabad,1892,26.696166666666667
Ahmadabad,1893,25.452916666666663
Ahmadabad,1894,26.028249999999996
Ahmadabad,1895,26.49716666666667
Ahmadabad,1896,26.99141666666667
Ahmadabad,1897,26.553500000000003
Ahmadabad,1898,26.937583333333336
Ahmadabad,1899,27.070666666666668
Ahmadabad,1900,26.902666666666665
Ahmadabad,1901,26.831499999999995
Ahmadabad,1902,27.295833333333334
Ahmadabad,1903,26.276
Ahmadabad,1904,26.622250000000005
Ahmadabad,1905,26.236166666666673
Ahmadabad,1906,26.189083333333333
Ahmadabad,1907,26.36333333333333
Ahmadabad,1908,26.07116666666667
Ahmadabad,1909,26.04908333333334
Ahmadabad,1910,26.08725
Ahmadabad,1911,26.599750000000004
Ahmadabad,1912,26.888083333333338
Ahmadabad,1913,26.439333333333334
Ahmadabad,1914,26.561000000000003
Ahmadabad,1915,27.005333333333336
Ahmadabad,1916,26.497749999999996
Ahmadabad,1917,25.59516666666667
Ahmadabad,1918,26.474999999999998
Ahmadabad,1919,26.391666666666666
Ahmadabad,1920,26.652583333333336
Ahmadabad,1921,27.05158333333333
Ahmadabad,1922,26.42675
Ahmadabad,1923,26.444833333333335
Ahmadabad,1924,26.633750000000006
Ahmadabad,1925,26.664833333333334
Ahmadabad,1926,26.551000000000002
Ahmadabad,1927,26.076249999999998
Ahmadabad,1928,26.600583333333333
Ahmadabad,1929,26.757666666666665
Ahmadabad,1930,26.581500000000005
Ahmadabad,1931,26.948916666666673
Ahmadabad,1932,26.904499999999995
Ahmadabad,1933,26.290666666666667
Ahmadabad,1934,26.347500000000007
Ahmadabad,1935,26.097166666666666
Ahmadabad,1936,26.36175
Ahmadabad,1937,26.23708333333333
Ahmadabad,1938,26.459749999999996
Ahmadabad,1939,26.612750000000005
Ahmadabad,1940,26.5445
Ahmadabad,1941,27.233916666666662
Ahmadabad,1942,26.71341666666667
Ahmadabad,1943,26.68766666666667
Ahmadabad,1944,26.47266666666667
Ahmadabad,1945,25.990916666666664
Ahmadabad,1946,26.645833333333332
Ahmadabad,1947,26.795833333333334
Ahmadabad,1948,27.129833333333337
Ahmadabad,1949,27.110916666666668
Ahmadabad,1950,26.06108333333333
Ahmadabad,1951,27.026166666666665
Ahmadabad,1952,27.08
Ahmadabad,1953,27.14233333333333
Ahmadabad,1954,26.709999999999997
Ahmadabad,1955,26.677166666666675
Ahmadabad,1956,26.279416666666666
Ahmadabad,1957,26.608166666666662
Ahmadabad,1958,27.279833333333332
Ahmadabad,1959,26.721083333333336
Ahmadabad,1960,26.765333333333334
Ahmadabad,1961,26.293083333333332
Ahmadabad,1962,26.640416666666667
Ahmadabad,1963,27.096833333333336
Ahmadabad,1964,26.50725
Ahmadabad,1965,26.8175
Ahmadabad,1966,26.88966666666667
Ahmadabad,1967,26.460750000000004
Ahmadabad,1968,26.536333333333335
Ahmadabad,1969,27.259249999999998
Ahmadabad,1970,26.714249999999996
Ahmadabad,1971,26.568416666666668
Ahmadabad,1972,26.882833333333334
Ahmadabad,1973,26.721499999999995
Ahmadabad,1974,27.02316666666667
Ahmadabad,1975,26.225666666666665
Ahmadabad,1976,26.792083333333334
Ahmadabad,1977,27.174249999999997
Ahmadabad,1978,26.773333333333337
Ahmadabad,1979,26.96591666666667
Ahmadabad,1980,27.218166666666665
Ahmadabad,1981,26.889833333333332
Ahmadabad,1982,26.740166666666667
Ahmadabad,1983,26.208250000000003
Ahmadabad,1984,26.533333333333335
Ahmadabad,1985,27.12675
Ahmadabad,1986,26.963916666666666
Ahmadabad,1987,28.060750000000002
Ahmadabad,1988,27.608500000000003
Ahmadabad,1989,26.76091666666667
Ahmadabad,1990,26.882500000000004
Ahmadabad,1991,26.896833333333333
Ahmadabad,1992,26.82325
Ahmadabad,1993,27.461249999999996
Ahmadabad,1994,26.737750000000002
Ahmadabad,1995,27.199416666666664
Ahmadabad,1996,27.06216666666667
Ahmadabad,1997,26.45091666666667
Ahmadabad,1998,27.484750000000002
Ahmadabad,1999,27.208916666666667
Ahmadabad,2000,27.436000000000003
Ahmadabad,2001,27.198083333333333
Ahmadabad,2002,27.71908333333334
Ahmadabad,2003,27.403833333333335
Ahmadabad,2004,27.628333333333334
Ahmadabad,2005,26.828083333333336
Ahmadabad,2006,27.282833333333333
Ahmadabad,2007,27.511166666666668
Ahmadabad,2008,27.0485
Ahmadabad,2009,28.095833333333335
Ahmadabad,2010,28.01783333333334
Ahmadabad,2011,27.290416666666662
Ahmadabad,2012,27.02725
Ahmadabad,2013,27.608625
Aleppo,1808,11.36
Aleppo,1809,16.00375
Aleppo,1810,16.090083333333332
Aleppo,1811,16.104499999999998
Aleppo,1812,16.06233333333333
Aleppo,1813,16.57225
Aleppo,1814,16.755666666666666
Aleppo,1815,16.35533333333333
Aleppo,1816,15.976666666666667
Aleppo,1817,16.202583333333333
Aleppo,1818,17.02825
Aleppo,1819,16.580499999999997
Aleppo,1820,16.643083333333333
Aleppo,1821,16.762916666666673
Aleppo,1822,16.485
Aleppo,1823,17.032750000000004
Aleppo,1824,17.919083333333333
Aleppo,1825,17.002666666666666
Aleppo,1826,16.924166666666665
Aleppo,1827,17.963333333333335
Aleppo,1828,16.979916666666664
Aleppo,1829,16.99758333333333
Aleppo,1830,17.31058333333333
Aleppo,1831,16.660416666666666
Aleppo,1832,15.81816666666667
Aleppo,1833,16.892416666666666
Aleppo,1834,16.719250000000002
Aleppo,1835,16.352416666666667
Aleppo,1836,16.802916666666665
Aleppo,1837,16.4695
Aleppo,1838,16.199583333333333
Aleppo,1839,16.478583333333336
Aleppo,1840,16.43108333333333
Aleppo,1841,17.02075
Aleppo,1842,16.98875
Aleppo,1843,16.956
Aleppo,1844,16.742416666666667
Aleppo,1845,17.039
Aleppo,1846,17.56925
Aleppo,1847,17.19933333333334
Aleppo,1848,17.21525
Aleppo,1849,17.166166666666665
Aleppo,1850,16.596500000000002
Aleppo,1851,17.623916666666666
Aleppo,1852,17.191666666666666
Aleppo,1853,17.83908333333334
Aleppo,1854,16.74475
Aleppo,1855,17.373083333333334
Aleppo,1856,16.81525
Aleppo,1857,16.34991666666667
Aleppo,1858,16.952
Aleppo,1859,17.218249999999998
Aleppo,1860,17.62216666666667
Aleppo,1861,16.136
Aleppo,1862,16.127666666666666
Aleppo,1863,16.569
Aleppo,1864,17.104250000000004
Aleppo,1865,17.433333333333334
Aleppo,1866,17.260833333333334
Aleppo,1867,17.2055
Aleppo,1868,16.929250000000003
Aleppo,1869,17.517500000000002
Aleppo,1870,17.37008333333333
Aleppo,1871,16.987583333333337
Aleppo,1872,17.708333333333336
Aleppo,1873,17.849666666666668
Aleppo,1874,17.0265
Aleppo,1875,16.428416666666667
Aleppo,1876,17.538833333333333
Aleppo,1877,17.79925
Aleppo,1878,17.802333333333337
Aleppo,1879,18.084083333333336
Aleppo,1880,16.322583333333334
Aleppo,1881,17.11733333333333
Aleppo,1882,16.642916666666668
Aleppo,1883,17.254166666666666
Aleppo,1884,16.67125
Aleppo,1885,17.504
Aleppo,1886,17.01816666666667
Aleppo,1887,17.47291666666667
Aleppo,1888,17.36641666666667
Aleppo,1889,17.536833333333334
Aleppo,1890,17.2255
Aleppo,1891,17.206333333333333
Aleppo,1892,17.561249999999998
Aleppo,1893,16.938583333333334
Aleppo,1894,16.478333333333335
Aleppo,1895,17.075833333333332
Aleppo,1896,16.7715
Aleppo,1897,16.626166666666666
Aleppo,1898,16.923333333333332
Aleppo,1899,17.404500000000002
Aleppo,1900,17.582916666666666
Aleppo,1901,18.37025
Aleppo,1902,17.577749999999998
Aleppo,1903,17.080750000000002
Aleppo,1904,16.946666666666665
Aleppo,1905,16.89066666666667
Aleppo,1906,16.93466666666667
Aleppo,1907,16.507583333333333
Aleppo,1908,16.716166666666666
Aleppo,1909,17.729583333333334
Aleppo,1910,16.93166666666667
Aleppo,1911,16.065916666666666
Aleppo,1912,17.379416666666668
Aleppo,1913,16.572916666666668
Aleppo,1914,16.81741666666667
Aleppo,1915,17.600416666666664
Aleppo,1916,17.9445
Aleppo,1917,17.81225
Aleppo,1918,17.31625
Aleppo,1919,17.701583333333335
Aleppo,1920,16.241500000000002
Aleppo,1921,16.672166666666666
Aleppo,1922,17.790916666666668
Aleppo,1923,17.794
Aleppo,1924,17.586250000000003
Aleppo,1925,17.39916666666667
Aleppo,1926,17.700416666666666
Aleppo,1927,17.838583333333336
Aleppo,1928,17.610249999999997
Aleppo,1929,17.544583333333335
Aleppo,1930,18.222333333333328
Aleppo,1931,17.587
Aleppo,1932,17.511083333333335
Aleppo,1933,16.78825
Aleppo,1934,17.540166666666668
Aleppo,1935,18.103666666666665
Aleppo,1936,17.606499999999997
Aleppo,1937,18.18816666666667
Aleppo,1938,17.478916666666667
Aleppo,1939,17.76391666666667
Aleppo,1940,17.822333333333333
Aleppo,1941,17.697750000000003
Aleppo,1942,17.576333333333334
Aleppo,1943,17.27058333333333
Aleppo,1944,17.608083333333337
Aleppo,1945,17.03525
Aleppo,1946,17.666500000000003
Aleppo,1947,18.60833333333333
Aleppo,1948,17.118166666666664
Aleppo,1949,16.771916666666666
Aleppo,1950,17.15491666666667
Aleppo,1951,17.791999999999998
Aleppo,1952,18.09808333333333
Aleppo,1953,16.938333333333333
Aleppo,1954,17.995083333333334
Aleppo,1955,18.668333333333337
Aleppo,1956,17.10375
Aleppo,1957,17.664250000000006
Aleppo,1958,17.891833333333338
Aleppo,1959,17.062416666666667
Aleppo,1960,18.56833333333333
Aleppo,1961,17.672583333333332
Aleppo,1962,18.900250000000003
Aleppo,1963,18.08775
Aleppo,1964,17.101583333333334
Aleppo,1965,17.4915
Aleppo,1966,18.810750000000002
Aleppo,1967,16.639416666666666
Aleppo,1968,17.705000000000002
Aleppo,1969,17.84108333333333
Aleppo,1970,18.318833333333334
Aleppo,1971,17.589916666666667
Aleppo,1972,16.6995
Aleppo,1973,17.576666666666668
Aleppo,1974,17.64075
Aleppo,1975,17.556749999999997
Aleppo,1976,17.09575
Aleppo,1977,17.8595
Aleppo,1978,18.168166666666668
Aleppo,1979,18.54816666666667
Aleppo,1980,17.639333333333333
Aleppo,1981,18.117250000000002
Aleppo,1982,16.985583333333334
Aleppo,1983,17.16208333333333
Aleppo,1984,17.621833333333335
Aleppo,1985,17.958166666666667
Aleppo,1986,18.094666666666665
Aleppo,1987,17.55683333333333
Aleppo,1988,17.359666666666666
Aleppo,1989,18.100666666666665
Aleppo,1990,18.042833333333334
Aleppo,1991,17.84475
Aleppo,1992,16.43358333333333
Aleppo,1993,17.460166666666666
Aleppo,1994,18.57033333333333
Aleppo,1995,17.876666666666665
Aleppo,1996,18.198583333333332
Aleppo,1997,17.27291666666667
Aleppo,1998,18.764416666666666
Aleppo,1999,18.71425
Aleppo,2000,18.14925
Aleppo,2001,18.75066666666667
Aleppo,2002,18.219
Aleppo,2003,18.203083333333336
Aleppo,2004,18.145916666666665
Aleppo,2005,18.105666666666668
Aleppo,2006,18.166083333333333
Aleppo,2007,18.392166666666668
Aleppo,2008,18.590083333333332
Aleppo,2009,18.43808333333333
Aleppo,2010,19.979416666666662
Aleppo,2011,18.016583333333333
Aleppo,2012,18.691916666666664
Aleppo,2013,19.503625
Alexandria,1811,17.31822222222222
Alexandria,1819,19.43891666666667
Alexandria,1820,19.72575
Alexandria,1821,19.687583333333333
Alexandria,1822,19.365636363636366
Alexandria,1823,18.446222222222225
Alexandria,1824,20.52391666666667
Alexandria,1825,20.027250000000006
Alexandria,1826,19.95866666666667
Alexandria,1827,20.703
Alexandria,1828,20.08425
Alexandria,1829,19.97583333333333
Alexandria,1830,20.316499999999998
Alexandria,1831,19.611083333333337
Alexandria,1832,19.234583333333333
Alexandria,1833,19.887416666666667
Alexandria,1834,19.740416666666672
Alexandria,1835,19.23091666666667
Alexandria,1836,19.670666666666666
Alexandria,1837,19.294166666666666
Alexandria,1838,19.3035
Alexandria,1839,18.469
Alexandria,1840,19.645666666666664
Alexandria,1841,20.08475
Alexandria,1842,19.91925
Alexandria,1843,19.906000000000002
Alexandria,1844,19.766416666666668
Alexandria,1845,20.0545
Alexandria,1846,20.666666666666668
Alexandria,1847,20.1675
Alexandria,1848,20.00391666666667
Alexandria,1849,19.999666666666666
Alexandria,1850,19.446749999999998
Alexandria,1851,20.206166666666668
Alexandria,1852,20.133750000000003
Alexandria,1853,20.75225
Alexandria,1854,19.750833333333336
Alexandria,1855,20.177
Alexandria,1856,19.605666666666664
Alexandria,1857,19.332416666666667
Alexandria,1858,19.882166666666667
Alexandria,1859,20.03975
Alexandria,1860,20.489
Alexandria,1861,19.387416666666667
Alexandria,1862,19.429
Alexandria,1863,19.796333333333333
Alexandria,1864,20.293499999999998
Alexandria,1865,20.585500000000003
Alexandria,1866,20.42716666666667
Alexandria,1867,20.41266666666667
Alexandria,1868,20.02916666666667
Alexandria,1869,20.54516666666667
Alexandria,1870,20.439083333333333
Alexandria,1871,20.051583333333337
Alexandria,1872,20.372083333333336
Alexandria,1873,20.564083333333333
Alexandria,1874,19.808583333333335
Alexandria,1875,19.127
Alexandria,1876,20.17775
Alexandria,1877,20.364583333333332
Alexandria,1878,20.399416666666664
Alexandria,1879,20.563750000000002
Alexandria,1880,20.156750000000002
Alexandria,1881,20.449250000000003
Alexandria,1882,19.294833333333333
Alexandria,1883,19.775250000000003
Alexandria,1884,19.338833333333337
Alexandria,1885,20.11566666666667
Alexandria,1886,19.758166666666664
Alexandria,1887,20.34208333333333
Alexandria,1888,20.044583333333332
Alexandria,1889,20.10191666666667
Alexandria,1890,20.106416666666668
Alexandria,1891,20.09425
Alexandria,1892,20.422166666666666
Alexandria,1893,19.66241666666667
Alexandria,1894,19.987750000000002
Alexandria,1895,20.141499999999997
Alexandria,1896,20.174250000000004
Alexandria,1897,19.853833333333334
Alexandria,1898,20.132250000000003
Alexandria,1899,20.181333333333335
Alexandria,1900,20.72683333333333
Alexandria,1901,20.885249999999996
Alexandria,1902,20.41075
Alexandria,1903,19.585416666666667
Alexandria,1904,19.778583333333334
Alexandria,1905,19.902916666666666
Alexandria,1906,20.1455
Alexandria,1907,19.470666666666666
Alexandria,1908,19.39525
Alexandria,1909,20.40075
Alexandria,1910,19.616249999999997
Alexandria,1911,19.73108333333333
Alexandria,1912,19.885833333333334
Alexandria,1913,19.652833333333334
Alexandria,1914,19.92308333333333
Alexandria,1915,20.644499999999997
Alexandria,1916,20.860333333333333
Alexandria,1917,20.254416666666668
Alexandria,1918,20.57791666666667
Alexandria,1919,20.375
Alexandria,1920,19.921666666666663
Alexandria,1921,19.966833333333334
Alexandria,1922,20.605249999999998
